"panel","strain","chr","from","to"
"LXS","LXS51m","18",61586738,63422714
"LXS","LXS51m","18",79014759,88134379
"LXS","LXS51m","19",17227364,17257719
"LXS","LXS51m","19",29339902,29794055
"LXS","LXS51m","19",35692494,36131091
"LXS","LXS51m","2",26586855,26790735
"LXS","LXS51m","2",62667543,65329790
"LXS","LXS51m","2",72035895,72044220
"LXS","LXS51m","2",91913292,91988131
"LXS","LXS51m","2",130003167,130240553
"LXS","LXS51m","4",18104113,24359869
"LXS","LXS51m","4",153643717,154663657
"LXS","LXS51m","5",33351323,33447945
"LXS","LXS51m","5",35794723,35819691
"LXS","LXS51m","5",39517231,39540307
"LXS","LXS51m","5",40689826,41006567
"LXS","LXS51m","5",147796486,147835473
"LXS","LXS51m","6",74174930,74552423
"LXS","LXS51m","6",137583545,144412693
"LXS","LXS51m","7",21967916,25078439
"LXS","LXS51m","7",25453411,25478181
"LXS","LXS51m","8",17613941,17681946
"LXS","LXS51m","8",34305374,42453046
"LXS","LXS51m","8",110254412,116233616
"LXS","LXS51m","9",40071649,41378092
"LXS","LXS51m","9",62022203,62028061
"LXS","LXS51m","9",64457224,66967914
"LXS","LXS51m","X",48083715,55604986
"LXS","LXS51m","X",66071986,76603820
"LXS","LXS52m","1",153102944,153146728
"LXS","LXS52m","1",177227012,177239602
"LXS","LXS52m","1",180949539,184557875
"LXS","LXS52m","1",186838506,187731163
"LXS","LXS52m","11",6071026,6168181
"LXS","LXS52m","11",62746363,62893446
"LXS","LXS52m","11",103276928,103474312
"LXS","LXS52m","11",105718979,105734009
"LXS","LXS52m","12",62248734,62721797
"LXS","LXS52m","13",20793823,22028734
"LXS","LXS52m","13",57987373,58135926
"LXS","LXS52m","13",83222093,83660146
"LXS","LXS52m","13",98738608,104001024
"LXS","LXS52m","14",22740745,23403853
"LXS","LXS52m","14",103014268,103210554
"LXS","LXS52m","15",72482089,94503458
"LXS","LXS52m","15",95990202,97541625
"LXS","LXS52m","15",101645356,101685671
"LXS","LXS52m","16",16360269,19883171
"LXS","LXS52m","16",36351122,37636785
"LXS","LXS52m","16",85812755,88284449
"LXS","LXS52m","17",3253357,3336827
"LXS","LXS52m","17",9775428,11485141
"LXS","LXS52m","17",16016349,16101456
"LXS","LXS52m","17",59653812,65424787
"LXS","LXS52m","17",81281807,83303569
"LXS","LXS52m","17",84078290,84102539
"LXS","LXS52m","18",59413120,59416230
"LXS","LXS52m","18",61586738,63422714
"LXS","LXS52m","19",14953285,14979067
"LXS","LXS52m","19",29917720,30032924
"LXS","LXS52m","19",37921095,37942695
"LXS","LXS52m","2",20297230,24380979
"LXS","LXS52m","2",35296876,42720284
"LXS","LXS52m","2",57512266,57543585
"LXS","LXS52m","2",60473798,62405465
"LXS","LXS52m","2",146452955,158931864
"LXS","LXS52m","2",169389256,173702467
"LXS","LXS52m","3",81971748,87658786
"LXS","LXS52m","3",152682145,156059260
"LXS","LXS52m","4",51421299,59498901
"LXS","LXS52m","4",129773258,129807826
"LXS","LXS52m","4",138694957,138711175
"LXS","LXS52m","5",86054666,86184851
"LXS","LXS52m","5",89421841,89887364
"LXS","LXS52m","6",71392883,71394703
"LXS","LXS52m","6",112839367,112975858
"LXS","LXS52m","6",115394837,118022443
"LXS","LXS52m","7",4690416,4760365
"LXS","LXS52m","7",47517908,47544318
"LXS","LXS52m","7",75003784,75206550
"LXS","LXS52m","9",13128243,13224549
"LXS","LXS52m","9",58237975,58256369
"LXS","LXS52m","9",83763320,83767659
"LXS","LXS52m","9",85948997,89733319
"LXS","LXS52m","9",119493658,119584957
"LXS","LXS52m","X",79810623,79962338
"LXS","LXS52m","X",134703758,136209658
"LXS","LXS56m","1",154230364,154261810
"LXS","LXS56m","1",192815118,192843889
"LXS","LXS56m","11",111845564,114517095
"LXS","LXS56m","12",9289402,9357752
"LXS","LXS56m","12",82932845,106303360
"LXS","LXS56m","13",56895385,57843066
"LXS","LXS56m","13",96452063,96642715
"LXS","LXS56m","14",98149163,98158545
"LXS","LXS56m","14",119031339,120051186
"LXS","LXS56m","16",16360269,19883171
"LXS","LXS56m","16",31534295,31573696
"LXS","LXS56m","16",40140355,45695904
"LXS","LXS56m","16",77099096,82311386
"LXS","LXS56m","18",54882119,54904638
"LXS","LXS56m","2",20297230,24380979
"LXS","LXS56m","2",82900828,90646199
"LXS","LXS56m","2",104046516,106450774
"LXS","LXS56m","2",114144763,114151085
"LXS","LXS56m","2",118158666,118498759
"LXS","LXS56m","2",137056445,139517377
"LXS","LXS56m","2",167306696,167339390
"LXS","LXS56m","3",79464081,79493613
"LXS","LXS56m","4",51421299,59498901
"LXS","LXS56m","4",71223333,83303501
"LXS","LXS56m","4",90575497,94746009
"LXS","LXS56m","4",135929135,135995357
"LXS","LXS56m","4",151342385,152572858
"LXS","LXS56m","5",49734226,49738078
"LXS","LXS56m","5",63446562,63492083
"LXS","LXS56m","5",109221795,109241914
"LXS","LXS56m","5",130087327,130104319
"LXS","LXS56m","5",133538655,144372179
"LXS","LXS56m","6",118722524,121447270
"LXS","LXS56m","6",144412695,144413378
"LXS","LXS56m","6",146435832,147816822
"LXS","LXS56m","7",34799392,35654933
"LXS","LXS56m","7",78312948,78322357
"LXS","LXS56m","8",18442016,18502836
"LXS","LXS56m","8",24993058,27953610
"LXS","LXS56m","8",129028920,129091675
"LXS","LXS56m","9",13353357,28307587
"LXS","LXS56m","9",34771469,34775091
"LXS","LXS56m","9",64457224,66967914
"LXS","LXS56m","9",69893869,69971438
"LXS","LXS56m","9",72253581,73914501
"LXS","LXS56m","9",94814355,94847990
"LXS","LXS56m","9",99828592,99873361
"LXS","LXS56m","X",10267876,12248680
"LXS","LXS56m","X",94271867,94850697
"LXS","LXS5m","1",37087825,37151048
"LXS","LXS5m","1",81103993,81158981
"LXS","LXS5m","1",155721479,155750602
"LXS","LXS5m","10",24545451,24567222
"LXS","LXS5m","11",58174788,58365921
"LXS","LXS5m","12",55448036,55581687
"LXS","LXS5m","12",72827188,72901598
"LXS","LXS5m","13",108027340,111109939
"LXS","LXS5m","13",116266182,117691843
"LXS","LXS5m","14",32033615,41230951
"LXS","LXS5m","15",27543080,28203275
"LXS","LXS5m","17",9613557,9629086
"LXS","LXS5m","17",73711752,74078064
"LXS","LXS5m","17",86252235,88764235
"LXS","LXS5m","2",4873225,4918661
"LXS","LXS5m","2",143872614,143917746
"LXS","LXS5m","3",12492151,14539870
"LXS","LXS5m","3",19409323,27090960
"LXS","LXS5m","3",63958621,65466455
"LXS","LXS5m","3",89136618,91952977
"LXS","LXS5m","3",108995788,109460474
"LXS","LXS5m","3",119443222,120602747
"LXS","LXS5m","3",152682145,156059260
"LXS","LXS5m","5",120443396,125832896
"LXS","LXS5m","5",133538655,144372179
"LXS","LXS5m","6",76773381,76808982
"LXS","LXS5m","7",142793403,143625564
"LXS","LXS5m","7",147100194,147127036
"LXS","LXS5m","8",51409274,51625473
"LXS","LXS5m","8",119366769,119437466
"LXS","LXS5m","9",94885514,94942849
"LXS","LXS5m","9",101789047,102232883
"LXS","LXS5m","9",113963302,113990629
"LXS","LXS5m","X",66071986,76603820
"LXS","LXS60m","1",157073550,160677686
"LXS","LXS60m","1",193284727,193303581
"LXS","LXS60m","10",11560682,11698029
"LXS","LXS60m","10",24258175,24293700
"LXS","LXS60m","10",27145236,46354125
"LXS","LXS60m","10",91167460,92806626
"LXS","LXS60m","10",98686239,98705183
"LXS","LXS60m","10",105208131,110046953
"LXS","LXS60m","10",120782546,120845370
"LXS","LXS60m","10",123441111,123477840
"LXS","LXS60m","11",35948539,53231413
"LXS","LXS60m","12",10783976,10960888
"LXS","LXS60m","12",31940483,35333655
"LXS","LXS60m","12",106303362,106697178
"LXS","LXS60m","12",107839754,107854359
"LXS","LXS60m","12",112222040,114388798
"LXS","LXS60m","13",39906643,44580488
"LXS","LXS60m","14",54862298,55040533
"LXS","LXS60m","15",6230580,7634249
"LXS","LXS60m","17",7975343,9486299
"LXS","LXS60m","17",74788712,75110689
"LXS","LXS60m","18",12541935,12564314
"LXS","LXS60m","18",33290392,33354042
"LXS","LXS60m","3",19409323,27090960
"LXS","LXS60m","3",27790936,27857231
"LXS","LXS60m","3",61022381,61183937
"LXS","LXS60m","3",119443222,120602747
"LXS","LXS60m","3",150125809,150162767
"LXS","LXS60m","3",151007187,151013773
"LXS","LXS60m","3",156292913,156398822
"LXS","LXS60m","4",17883587,17973435
"LXS","LXS60m","4",25753701,25896364
"LXS","LXS60m","4",134461422,134498905
"LXS","LXS60m","6",27942227,28388138
"LXS","LXS60m","6",32689716,32740080
"LXS","LXS60m","6",112839367,112975858
"LXS","LXS60m","6",114808919,114939303
"LXS","LXS60m","7",52775264,52974386
"LXS","LXS60m","7",78312948,78322357
"LXS","LXS60m","8",80190479,89934502
"LXS","LXS60m","9",13353357,28307587
"LXS","LXS60m","9",28617113,28675634
"LXS","LXS60m","9",112471813,112477737
"LXS","LXS62m","1",9916550,15128265
"LXS","LXS62m","1",121163373,122454202
"LXS","LXS62m","1",157073550,160677686
"LXS","LXS62m","1",162996151,165959027
"LXS","LXS62m","1",166352754,172389693
"LXS","LXS62m","10",94237638,95619852
"LXS","LXS62m","10",114009588,114022069
"LXS","LXS62m","10",125287616,125367477
"LXS","LXS62m","11",30109147,30143641
"LXS","LXS62m","11",55076883,55207958
"LXS","LXS62m","11",62389584,62525196
"LXS","LXS62m","11",66957011,66991809
"LXS","LXS62m","11",71176837,71644165
"LXS","LXS62m","11",75741324,77925753
"LXS","LXS62m","11",114916589,115221686
"LXS","LXS62m","13",98738608,104001024
"LXS","LXS62m","14",118559941,118606312
"LXS","LXS62m","15",44649804,44650745
"LXS","LXS62m","15",57600718,57604143
"LXS","LXS62m","15",66110776,66123483
"LXS","LXS62m","15",95789227,95812035
"LXS","LXS62m","15",102707158,102783095
"LXS","LXS62m","16",23789764,31417859
"LXS","LXS62m","16",63733397,73149824
"LXS","LXS62m","16",83979492,84144024
"LXS","LXS62m","17",7975343,9486299
"LXS","LXS62m","17",26359978,34795958
"LXS","LXS62m","17",44001669,44017158
"LXS","LXS62m","17",59653812,65424787
"LXS","LXS62m","18",61586738,63422714
"LXS","LXS62m","19",10280486,14463053
"LXS","LXS62m","19",44966337,45007214
"LXS","LXS62m","19",52759335,55357996
"LXS","LXS62m","2",10910317,16605599
"LXS","LXS62m","2",70082131,70171696
"LXS","LXS62m","2",135705803,135953691
"LXS","LXS62m","3",97477475,98659591
"LXS","LXS62m","4",44397931,45208832
"LXS","LXS62m","4",128318736,128346717
"LXS","LXS62m","4",137344299,137388969
"LXS","LXS62m","5",7305862,12255013
"LXS","LXS62m","6",17496287,22346762
"LXS","LXS62m","6",24203050,27731760
"LXS","LXS62m","6",36676306,43971904
"LXS","LXS62m","6",45230860,45354175
"LXS","LXS62m","6",115394837,118022443
"LXS","LXS62m","6",145397800,145472082
"LXS","LXS62m","7",36918544,36965786
"LXS","LXS62m","7",58392298,58397997
"LXS","LXS62m","7",68462669,71135549
"LXS","LXS62m","7",75828894,76052194
"LXS","LXS62m","7",96180294,96197536
"LXS","LXS62m","7",122213584,122227898
"LXS","LXS62m","7",138180070,142031772
"LXS","LXS62m","8",18055930,18316446
"LXS","LXS62m","8",109023827,109094860
"LXS","LXS62m","9",50824982,50921614
"LXS","LXS62m","9",51998629,52129370
"LXS","LXS62m","9",74211661,74405428
"LXS","LXS62m","X",153323306,153362211
"LXS","LXS64m","1",62409596,62838160
"LXS","LXS64m","1",128806087,128841705
"LXS","LXS64m","1",166352754,172389693
"LXS","LXS64m","10",23985951,23999608
"LXS","LXS64m","10",76587903,82520815
"LXS","LXS64m","11",84033636,84045932
"LXS","LXS64m","11",96243143,96266529
"LXS","LXS64m","12",25988694,25993866
"LXS","LXS64m","12",58006506,58023749
"LXS","LXS64m","12",75953406,76050540
"LXS","LXS64m","12",108973302,112222038
"LXS","LXS64m","13",104453321,104472118
"LXS","LXS64m","14",22122038,22249948
"LXS","LXS64m","14",30209178,30215781
"LXS","LXS64m","14",50134889,50161528
"LXS","LXS64m","16",63733397,73149824
"LXS","LXS64m","16",91062607,91471704
"LXS","LXS64m","17",55465540,59653810
"LXS","LXS64m","18",56657456,56698428
"LXS","LXS64m","18",59413120,59416230
"LXS","LXS64m","18",64234872,64436124
"LXS","LXS64m","18",66735072,72256707
"LXS","LXS64m","18",78389639,78481560
"LXS","LXS64m","18",79014759,88134379
"LXS","LXS64m","19",44125681,44150580
"LXS","LXS64m","2",16605601,20151548
"LXS","LXS64m","2",35296876,42720284
"LXS","LXS64m","2",62667543,65329790
"LXS","LXS64m","3",19409323,27090960
"LXS","LXS64m","3",72853780,73008751
"LXS","LXS64m","3",79278269,79463253
"LXS","LXS64m","3",94933347,96381675
"LXS","LXS64m","3",99748420,99770596
"LXS","LXS64m","4",18104113,24359869
"LXS","LXS64m","4",51421299,59498901
"LXS","LXS64m","4",84377591,86703749
"LXS","LXS64m","4",99196330,99316324
"LXS","LXS64m","4",104583596,105178309
"LXS","LXS64m","4",106209556,106277547
"LXS","LXS64m","5",31001619,32227193
"LXS","LXS64m","5",35611051,35617937
"LXS","LXS64m","5",44510173,44559761
"LXS","LXS64m","5",45599614,45674421
"LXS","LXS64m","5",53951868,54034661
"LXS","LXS64m","5",54855175,54987878
"LXS","LXS64m","5",133538655,144372179
"LXS","LXS64m","5",147796486,147835473
"LXS","LXS64m","6",17496287,22346762
"LXS","LXS64m","6",24203050,27731760
"LXS","LXS64m","6",136431740,136510241
"LXS","LXS64m","6",137583545,144412693
"LXS","LXS64m","6",144885338,144896912
"LXS","LXS64m","7",34799392,35654933
"LXS","LXS64m","7",74979424,75003782
"LXS","LXS64m","7",149116346,151387609
"LXS","LXS64m","8",106714845,106757670
"LXS","LXS64m","X",12248682,41678627
"LXS","LXS66m","1",9916550,15128265
"LXS","LXS66m","1",15555951,20218387
"LXS","LXS66m","1",34936136,36052395
"LXS","LXS66m","1",45868051,46138290
"LXS","LXS66m","1",53273316,56225426
"LXS","LXS66m","1",127844886,127865055
"LXS","LXS66m","10",27145236,46354125
"LXS","LXS66m","11",35948539,53231413
"LXS","LXS66m","11",61141036,61256497
"LXS","LXS66m","11",90513883,90546474
"LXS","LXS66m","12",5260899,5292273
"LXS","LXS66m","12",9865602,10044195
"LXS","LXS66m","12",25863126,25879557
"LXS","LXS66m","12",31940483,35333655
"LXS","LXS66m","12",55581689,57921258
"LXS","LXS66m","14",46030959,46118516
"LXS","LXS66m","14",65258655,71252925
"LXS","LXS66m","14",90526838,94101064
"LXS","LXS66m","16",73197914,77099094
"LXS","LXS66m","16",84970459,84999294
"LXS","LXS66m","16",91062607,91471704
"LXS","LXS66m","16",93673144,93728444
"LXS","LXS66m","18",27595373,29098136
"LXS","LXS66m","19",28769433,28870623
"LXS","LXS66m","19",30291413,30364677
"LXS","LXS66m","19",55506535,55522613
"LXS","LXS66m","19",60275626,60573427
"LXS","LXS66m","2",32385995,32503747
"LXS","LXS66m","2",49808893,52254761
"LXS","LXS66m","2",59064472,60473796
"LXS","LXS66m","3",5720115,5775605
"LXS","LXS66m","3",81971748,87658786
"LXS","LXS66m","3",107021410,108811395
"LXS","LXS66m","4",46867044,46868137
"LXS","LXS66m","5",16610203,16645615
"LXS","LXS66m","5",33351323,33447945
"LXS","LXS66m","5",129817070,129850922
"LXS","LXS66m","5",133538655,144372179
"LXS","LXS66m","7",30635672,30671014
"LXS","LXS66m","7",38918328,46875570
"LXS","LXS66m","7",54263133,54283748
"LXS","LXS66m","7",127394843,129677090
"LXS","LXS66m","8",60423145,60443896
"LXS","LXS66m","9",34466096,34478110
"LXS","LXS66m","9",34771469,34775091
"LXS","LXS66m","9",41378094,47384662
"LXS","LXS66m","X",96333444,132687956
"LXS","LXS66m","X",153381806,153440033
"LXS","LXS70m","1",47701616,52074790
"LXS","LXS70m","1",82040578,82063116
"LXS","LXS70m","1",192018721,192032416
"LXS","LXS70m","10",85415230,89843671
"LXS","LXS70m","11",30109147,30143641
"LXS","LXS70m","11",81418219,82690238
"LXS","LXS70m","11",93341777,93397732
"LXS","LXS70m","11",106994497,107272826
"LXS","LXS70m","12",28399193,28413939
"LXS","LXS70m","12",59812657,59955311
"LXS","LXS70m","13",56895385,57843066
"LXS","LXS70m","13",113293151,115378159
"LXS","LXS70m","14",26422793,26457140
"LXS","LXS70m","14",105370436,105466498
"LXS","LXS70m","15",13630423,13678651
"LXS","LXS70m","15",64812637,64858277
"LXS","LXS70m","16",40140355,45695904
"LXS","LXS70m","16",51648911,56222923
"LXS","LXS70m","16",73197914,77099094
"LXS","LXS70m","16",85812755,88284449
"LXS","LXS70m","17",35833776,35892130
"LXS","LXS70m","17",72439692,72449366
"LXS","LXS70m","18",33984955,34019812
"LXS","LXS70m","19",30902736,32607197
"LXS","LXS70m","3",138554493,138578931
"LXS","LXS70m","4",87491144,87562883
"LXS","LXS70m","4",128001967,128074186
"LXS","LXS70m","4",129071781,129106844
"LXS","LXS70m","5",111638224,111641598
"LXS","LXS70m","6",137583545,144412693
"LXS","LXS70m","7",34799392,35654933
"LXS","LXS70m","7",35726107,35764119
"LXS","LXS70m","7",76545880,76663233
"LXS","LXS70m","7",105659479,105679614
"LXS","LXS70m","7",127394843,129677090
"LXS","LXS70m","7",142274808,142391954
"LXS","LXS70m","8",44422846,46931476
"LXS","LXS70m","8",51409274,51625473
"LXS","LXS70m","9",13353357,28307587
"LXS","LXS70m","9",41378094,47384662
"LXS","LXS70m","9",68191986,68229968
"LXS","LXS72m","1",192018721,192032416
"LXS","LXS72m","10",94237638,95619852
"LXS","LXS72m","11",24242160,24269768
"LXS","LXS72m","11",58174788,58365921
"LXS","LXS72m","12",39523267,39657106
"LXS","LXS72m","13",45649417,46302438
"LXS","LXS72m","13",93478517,96381970
"LXS","LXS72m","13",104453321,104472118
"LXS","LXS72m","13",112219879,113293149
"LXS","LXS72m","14",21517887,21552745
"LXS","LXS72m","14",112428656,112462685
"LXS","LXS72m","17",44001669,44017158
"LXS","LXS72m","17",86079733,86110299
"LXS","LXS72m","17",86252235,88764235
"LXS","LXS72m","18",19984922,24032184
"LXS","LXS72m","18",54882119,54904638
"LXS","LXS72m","18",79014759,88134379
"LXS","LXS72m","19",7055260,10123714
"LXS","LXS72m","19",20546971,20664919
"LXS","LXS72m","19",20790161,21190564
"LXS","LXS72m","19",41193148,41199072
"LXS","LXS72m","19",51967134,52248366
"LXS","LXS72m","2",35296876,42720284
"LXS","LXS72m","2",52425216,52488922
"LXS","LXS72m","2",72077817,73900230
"LXS","LXS72m","2",75571219,75607497
"LXS","LXS72m","2",136271567,136593691
"LXS","LXS72m","2",146452955,158931864
"LXS","LXS72m","2",167388897,168096953
"LXS","LXS72m","2",169389256,173702467
"LXS","LXS72m","2",174091196,180640405
"LXS","LXS72m","3",42973095,43057830
"LXS","LXS72m","3",79464081,79493613
"LXS","LXS72m","3",80970707,81184719
"LXS","LXS72m","3",103470731,103545568
"LXS","LXS72m","3",129875240,129914346
"LXS","LXS72m","3",145059129,145068021
"LXS","LXS72m","4",89877357,90034603
"LXS","LXS72m","4",90575497,94746009
"LXS","LXS72m","4",129106846,129125981
"LXS","LXS72m","5",38941272,38996039
"LXS","LXS72m","5",106947852,106965992
"LXS","LXS72m","6",36676306,43971904
"LXS","LXS72m","6",46303892,52334609
"LXS","LXS72m","6",137583545,144412693
"LXS","LXS72m","7",3890918,3932628
"LXS","LXS72m","7",138180070,142031772
"LXS","LXS72m","7",144257851,144810052
"LXS","LXS72m","7",146176071,146935076
"LXS","LXS72m","7",147362500,147510622
"LXS","LXS72m","7",149116346,151387609
"LXS","LXS72m","8",110254412,116233616
"LXS","LXS72m","9",13353357,28307587
"LXS","LXS72m","9",33988753,34013499
"LXS","LXS72m","9",41378094,47384662
"LXS","LXS72m","9",49514492,50377364
"LXS","LXS73m","1",15555951,20218387
"LXS","LXS73m","1",139104575,139490240
"LXS","LXS73m","1",173155890,173166611
"LXS","LXS73m","1",174421480,174790138
"LXS","LXS73m","10",110500044,113647952
"LXS","LXS73m","11",60903380,61141034
"LXS","LXS73m","11",111845564,114517095
"LXS","LXS73m","12",54439023,54553248
"LXS","LXS73m","12",82932845,106303360
"LXS","LXS73m","12",108973302,112222038
"LXS","LXS73m","15",58428762,61686744
"LXS","LXS73m","16",37935843,37954628
"LXS","LXS73m","16",40140355,45695904
"LXS","LXS73m","16",73185814,73197912
"LXS","LXS73m","17",86252235,88764235
"LXS","LXS73m","18",17952315,17991459
"LXS","LXS73m","18",74022249,74048802
"LXS","LXS73m","18",76959452,77079108
"LXS","LXS73m","2",71756312,71779850
"LXS","LXS73m","2",72077817,73900230
"LXS","LXS73m","3",150736358,150776898
"LXS","LXS73m","5",12691231,12837849
"LXS","LXS73m","5",29005453,29864034
"LXS","LXS73m","5",93757563,96281650
"LXS","LXS73m","5",120443396,125832896
"LXS","LXS73m","6",36676306,43971904
"LXS","LXS73m","7",19854570,20000058
"LXS","LXS73m","7",94075638,94152491
"LXS","LXS73m","7",114793068,118823605
"LXS","LXS73m","7",120795692,120817554
"LXS","LXS73m","7",127394843,129677090
"LXS","LXS73m","7",129770396,129809723
"LXS","LXS73m","7",131493021,131763004
"LXS","LXS73m","7",138180070,142031772
"LXS","LXS73m","7",149116346,151387609
"LXS","LXS73m","9",13353357,28307587
"LXS","LXS73m","9",120896342,120940301
"LXS","LXS75m","1",29125235,29156448
"LXS","LXS75m","1",180949539,184557875
"LXS","LXS75m","10",90285134,90449696
"LXS","LXS75m","10",110500044,113647952
"LXS","LXS75m","10",115289308,115319737
"LXS","LXS75m","11",30024372,30043940
"LXS","LXS75m","11",35948539,53231413
"LXS","LXS75m","11",81418219,82690238
"LXS","LXS75m","11",109280149,110023547
"LXS","LXS75m","11",114916589,115221686
"LXS","LXS75m","12",31562450,31697691
"LXS","LXS75m","12",52288177,52618929
"LXS","LXS75m","12",108249146,108304893
"LXS","LXS75m","12",114957292,115144887
"LXS","LXS75m","13",19275542,19296566
"LXS","LXS75m","13",22385487,28070129
"LXS","LXS75m","13",56895385,57843066
"LXS","LXS75m","13",65151465,65269053
"LXS","LXS75m","14",54862298,55040533
"LXS","LXS75m","15",55326291,55843817
"LXS","LXS75m","16",91062607,91471704
"LXS","LXS75m","17",3395198,3414099
"LXS","LXS75m","17",26359978,34795958
"LXS","LXS75m","17",44001669,44017158
"LXS","LXS75m","17",68125380,69581669
"LXS","LXS75m","19",40824453,40973465
"LXS","LXS75m","2",72077817,73900230
"LXS","LXS75m","3",9620641,9623493
"LXS","LXS75m","3",28763337,30006745
"LXS","LXS75m","3",50777457,59024625
"LXS","LXS75m","3",100439630,100504775
"LXS","LXS75m","4",29960154,30200855
"LXS","LXS75m","4",103154528,103226679
"LXS","LXS75m","4",125950503,126017723
"LXS","LXS75m","5",117299884,117332232
"LXS","LXS75m","5",117978111,118689790
"LXS","LXS75m","5",118902475,119346278
"LXS","LXS75m","6",24203050,27731760
"LXS","LXS75m","6",128406657,128428211
"LXS","LXS75m","6",133827987,135606190
"LXS","LXS75m","7",80045019,80101479
"LXS","LXS75m","7",89155802,89178685
"LXS","LXS75m","7",120795692,120817554
"LXS","LXS75m","8",80190479,89934502
"LXS","LXS75m","X",84767634,85133188
"LXS","LXS75m","X",96333444,132687956
"LXS","LXS76m","1",15555951,20218387
"LXS","LXS76m","1",30775614,30842600
"LXS","LXS76m","1",34313089,34545121
"LXS","LXS76m","1",80450739,80488189
"LXS","LXS76m","1",153102944,153146728
"LXS","LXS76m","1",176556780,177176006
"LXS","LXS76m","1",178550896,178615299
"LXS","LXS76m","1",180949539,184557875
"LXS","LXS76m","1",195045423,195098884
"LXS","LXS76m","10",56595866,60093625
"LXS","LXS76m","10",105208131,110046953
"LXS","LXS76m","10",122791852,122809843
"LXS","LXS76m","11",71782464,71872521
"LXS","LXS76m","12",28799927,28825915
"LXS","LXS76m","12",31940483,35333655
"LXS","LXS76m","12",46755109,46774057
"LXS","LXS76m","12",108973302,112222038
"LXS","LXS76m","13",38887025,39565017
"LXS","LXS76m","14",23701106,25638666
"LXS","LXS76m","14",55598623,55850932
"LXS","LXS76m","15",40235498,41285074
"LXS","LXS76m","15",72482089,94503458
"LXS","LXS76m","16",23789764,31417859
"LXS","LXS76m","16",40140355,45695904
"LXS","LXS76m","16",91062607,91471704
"LXS","LXS76m","16",92679011,92993891
"LXS","LXS76m","17",76637118,80126718
"LXS","LXS76m","17",84400643,84594374
"LXS","LXS76m","18",10631029,11021231
"LXS","LXS76m","18",13470504,13951384
"LXS","LXS76m","19",29339902,29794055
"LXS","LXS76m","19",30200454,30217600
"LXS","LXS76m","2",16605601,20151548
"LXS","LXS76m","2",31302610,31852640
"LXS","LXS76m","2",69042790,69141259
"LXS","LXS76m","2",94048447,94075868
"LXS","LXS76m","2",146452955,158931864
"LXS","LXS76m","3",50777457,59024625
"LXS","LXS76m","3",156250830,156292911
"LXS","LXS76m","4",11670367,12502901
"LXS","LXS76m","4",44397931,45208832
"LXS","LXS76m","4",71223333,83303501
"LXS","LXS76m","4",116165082,116195859
"LXS","LXS76m","4",122608284,122712878
"LXS","LXS76m","5",55300683,55485991
"LXS","LXS76m","5",147980324,150826842
"LXS","LXS76m","6",46303892,52334609
"LXS","LXS76m","6",86065534,86168161
"LXS","LXS76m","6",92166650,92211069
"LXS","LXS76m","6",92301819,92541105
"LXS","LXS76m","7",138180070,142031772
"LXS","LXS76m","7",146176071,146935076
"LXS","LXS76m","8",28896201,29149293
"LXS","LXS76m","8",34305374,42453046
"LXS","LXS76m","9",69838748,69888060
"LXS","LXS76m","X",12248682,41678627
"LXS","LXS76m","X",88686883,89931007
"LXS","LXS76m","X",96333444,132687956
"LXS","LXS76m","X",134703758,136209658
"LXS","LXS78m","1",47701616,52074790
"LXS","LXS78m","1",65203140,65210123
"LXS","LXS78m","1",65417092,65961412
"LXS","LXS78m","1",82040578,82063116
"LXS","LXS78m","1",172970133,172988095
"LXS","LXS78m","1",177391975,177434896
"LXS","LXS78m","1",187776318,188877558
"LXS","LXS78m","1",189131423,189987520
"LXS","LXS78m","10",20111589,20163803
"LXS","LXS78m","10",115221455,115287306
"LXS","LXS78m","11",35948539,53231413
"LXS","LXS78m","11",84572508,85029196
"LXS","LXS78m","13",39906643,44580488
"LXS","LXS78m","14",32033615,41230951
"LXS","LXS78m","15",25203502,25218166
"LXS","LXS78m","15",50009480,50096563
"LXS","LXS78m","15",56934580,56978397
"LXS","LXS78m","15",68932087,72423327
"LXS","LXS78m","15",72482089,94503458
"LXS","LXS78m","16",38257113,38418482
"LXS","LXS78m","16",40140355,45695904
"LXS","LXS78m","17",7975343,9486299
"LXS","LXS78m","17",86252235,88764235
"LXS","LXS78m","18",19984922,24032184
"LXS","LXS78m","18",38280287,39129134
"LXS","LXS78m","18",57320097,57543991
"LXS","LXS78m","19",10123716,10147667
"LXS","LXS78m","19",15065595,15090072
"LXS","LXS78m","19",23952180,23952507
"LXS","LXS78m","19",37173025,37536837
"LXS","LXS78m","19",48646964,49704976
"LXS","LXS78m","2",20297230,24380979
"LXS","LXS78m","2",24701040,26148332
"LXS","LXS78m","2",146452955,158931864
"LXS","LXS78m","3",63958621,65466455
"LXS","LXS78m","3",128995132,129185528
"LXS","LXS78m","3",129875240,129914346
"LXS","LXS78m","3",144898490,144948394
"LXS","LXS78m","3",145059129,145068021
"LXS","LXS78m","4",122608284,122712878
"LXS","LXS78m","4",129106846,129125981
"LXS","LXS78m","5",22477849,22545195
"LXS","LXS78m","5",115377549,116654682
"LXS","LXS78m","5",133538655,144372179
"LXS","LXS78m","6",94198170,94246438
"LXS","LXS78m","6",103240890,104143210
"LXS","LXS78m","8",49539912,49644908
"LXS","LXS78m","8",71592403,79142237
